series_id        	year	period	       value	footnote_codes
WSU002           	2001	M11	         0.0	2
WSU002           	2001	M12	         0.0	2
WSU002           	2001	M13	         0.0	2
WSU002           	2002	M01	         0.0	2
WSU002           	2002	M02	         0.0	2
WSU002           	2002	M03	         0.0	2
WSU002           	2002	M04	         0.0	2
WSU002           	2002	M05	         0.0	2
WSU002           	2002	M06	         0.0	2
WSU002           	2002	M07	         0.0	2
WSU002           	2002	M08	         0.0	2
WSU002           	2002	M09	         0.0	2
WSU002           	2002	M10	         0.0	2
WSU002           	2002	M11	         0.0	2
WSU002           	2002	M12	         0.0	2
WSU002           	2002	M13	         0.0	2
WSU002           	2003	M01	         0.0	2
WSU002           	2003	M02	        0.00	
WSU002           	2003	M03	         0.0	2
WSU002           	2003	M04	         0.0	2
WSU002           	2003	M05	         0.0	2
WSU002           	2003	M06	         0.0	2
WSU002           	2003	M07	         0.0	2
WSU002           	2003	M08	         0.0	2
WSU002           	2003	M09	        0.00	
WSU002           	2003	M10	        0.04	
WSU002           	2003	M11	        0.05	
WSU002           	2003	M12	        0.05	
WSU002           	2003	M13	        0.01	
WSU002           	2004	M01	        0.05	
WSU002           	2004	M02	        0.05	
WSU002           	2004	M03	         0.0	2
WSU002           	2004	M04	         0.0	2
WSU002           	2004	M05	        0.01	
WSU002           	2004	M06	         0.0	2
WSU002           	2004	M07	         0.0	2
WSU002           	2004	M08	         0.0	2
WSU002           	2004	M09	         0.0	2
WSU002           	2004	M10	        0.01	
WSU002           	2004	M11	         0.0	2
WSU002           	2004	M12	         0.0	2
WSU002           	2004	M13	        0.01	
WSU002           	2005	M01	         0.0	2
WSU002           	2005	M02	         0.0	2
WSU002           	2005	M03	         0.0	2
WSU002           	2005	M04	         0.0	2
WSU002           	2005	M05	         0.0	2
WSU002           	2005	M06	         0.0	2
WSU002           	2005	M07	         0.0	2
WSU002           	2005	M08	         0.0	2
WSU002           	2005	M09	        0.02	
WSU002           	2005	M10	        0.01	
WSU002           	2005	M11	        0.01	
WSU002           	2005	M12	        0.01	
WSU002           	2005	M13	        0.01	
WSU002           	2006	M01	         0.0	2
WSU002           	2006	M02	         0.0	2
WSU002           	2006	M03	        0.01	
WSU002           	2006	M04	        0.01	
WSU002           	2006	M05	        0.01	
WSU002           	2006	M06	        0.01	
WSU002           	2006	M07	        0.01	
WSU002           	2006	M08	        0.01	
WSU002           	2006	M09	        0.01	
WSU002           	2006	M10	        0.01	
WSU002           	2006	M11	        0.01	
WSU002           	2006	M12	        0.01	
WSU002           	2006	M13	        0.01	
WSU002           	2007	M01	         0.0	2
WSU002           	2007	M02	         0.0	2
WSU002           	2007	M03	         0.0	2
WSU002           	2007	M04	         0.0	2
WSU002           	2007	M05	         0.0	
WSU002           	2007	M06	         0.0	2
WSU002           	2007	M07	         0.0	2
WSU002           	2007	M08	         0.0	2
WSU002           	2007	M09	        0.01	
WSU002           	2007	M10	        0.00	2
WSU002           	2007	M11	        0.01	
WSU002           	2007	M12	        0.01	
WSU002           	2007	M13	        0.01	2
WSU002           	2008	M01	        0.01	
WSU002           	2008	M02	        0.01	
WSU002           	2008	M03	        0.00	2
WSU002           	2008	M04	        0.00	2
WSU002           	2008	M05	        0.00	2
WSU002           	2008	M06	        0.00	2
WSU002           	2008	M07	        0.00	2
WSU002           	2008	M08	        0.00	2
WSU002           	2008	M09	        0.02	
WSU002           	2008	M10	        0.02	
WSU002           	2008	M11	         0.0	
WSU002           	2008	M12	        0.00	
WSU002           	2008	M13	        0.01	
WSU002           	2009	M01	         0.0	
WSU002           	2009	M02	         0.0	
WSU002           	2009	M03	         0.0	
WSU002           	2009	M04	         0.0	
WSU002           	2009	M05	         0.0	
WSU002           	2009	M06	        0.00	2
WSU002           	2009	M07	        0.00	2
WSU002           	2009	M08	        0.00	2
WSU002           	2009	M09	        0.00	2
WSU002           	2009	M10	        0.00	
WSU002           	2009	M11	        0.00	2
WSU002           	2009	M12	        0.00	
WSU002           	2009	M13	        0.00	2
WSU002           	2010	M01	        0.00	
WSU002           	2010	M02	        0.00	
WSU002           	2010	M03	        0.00	2
WSU002           	2010	M04	        0.00	2
WSU002           	2010	M05	        0.00	2
WSU002           	2010	M06	        0.00	2
WSU002           	2010	M07	        0.01	
WSU002           	2010	M08	        0.00	
WSU002           	2010	M09	        0.00	2
WSU002           	2010	M10	        0.00	2
WSU002           	2010	M11	        0.00	
WSU002           	2010	M12	        0.00	2
WSU002           	2010	M13	        0.00	2
WSU002           	2011	M01	        0.00	
WSU002           	2011	M02	        0.00	
WSU002           	2011	M03	        0.00	2
WSU002           	2011	M04	        0.00	2
WSU002           	2011	M05	        0.00	2
WSU002           	2011	M06	        0.00	2
WSU002           	2011	M07	        0.00	2
WSU002           	2011	M08	        0.02	
WSU002           	2011	M09	        0.00	2
WSU002           	2011	M10	        0.00	2
WSU002           	2011	M11	        0.00	2
WSU002           	2011	M12	        0.00	2
WSU002           	2011	M13	        0.00	2
WSU002           	2012	M01	        0.00	2
WSU002           	2012	M02	        0.00	2
WSU002           	2012	M03	        0.00	2
WSU002           	2012	M04	        0.00	2
WSU002           	2012	M05	        0.00	2
WSU002           	2012	M06	        0.00	2
WSU002           	2012	M07	        0.01	
WSU002           	2012	M08	        0.00	2
WSU002           	2012	M09	        0.01	
WSU002           	2012	M10	        0.00	2
WSU002           	2012	M11	        0.01	
WSU002           	2012	M12	        0.00	2
WSU002           	2012	M13	        0.00	2
WSU002           	2013	M01	        0.00	2
WSU002           	2013	M02	        0.00	2
WSU002           	2013	M03	        0.00	
WSU002           	2013	M04	        0.00	
WSU002           	2013	M05	        0.00	2
WSU002           	2013	M06	        0.00	
WSU002           	2013	M07	        0.00	2
WSU002           	2013	M08	        0.00	
WSU002           	2013	M09	        0.00	2
WSU002           	2013	M10	        0.00	2
WSU002           	2013	M11	        0.00	2
WSU002           	2013	M12	        0.00	2
WSU002           	2013	M13	        0.00	2
WSU002           	2014	M01	        0.00	
WSU002           	2014	M02	        0.00	2
WSU002           	2014	M03	        0.00	
WSU002           	2014	M04	        0.00	2
WSU002           	2014	M05	        0.00	2
WSU002           	2014	M06	        0.00	
WSU002           	2014	M07	        0.00	
WSU002           	2014	M08	        0.00	2
WSU002           	2014	M09	        0.00	2
WSU002           	2014	M10	        0.00	2
WSU002           	2014	M11	        0.00	2
WSU002           	2014	M12	        0.00	2
WSU002           	2014	M13	        0.00	2
WSU002           	2015	M01	        0.00	2
WSU002           	2015	M02	        0.00	2
WSU002           	2015	M03	        0.00	2
WSU002           	2015	M04	        0.00	2
WSU002           	2015	M05	        0.00	2
WSU002           	2015	M06	        0.00	2
WSU002           	2015	M07	        0.00	
WSU002           	2015	M08	        0.00	2
WSU002           	2015	M09	        0.00	2
WSU002           	2015	M10	        0.00	2
WSU002           	2015	M11	        0.00	2
WSU002           	2015	M12	        0.00	2
WSU002           	2015	M13	        0.00	2
WSU002           	2016	M01	        0.00	2
WSU002           	2016	M02	        0.00	2
WSU002           	2016	M03	        0.00	2
WSU002           	2016	M04	        0.02	
WSU002           	2016	M05	        0.02	
WSU002           	2016	M06	        0.00	2
WSU002           	2016	M07	        0.00	2
WSU002           	2016	M08	        0.00	
WSU002           	2016	M09	        0.00	2
WSU002           	2016	M10	        0.00	2
WSU002           	2016	M11	        0.00	2
WSU002           	2016	M12	        0.00	
WSU002           	2016	M13	        0.00	2
WSU002           	2017	M01	        0.00	2
WSU002           	2017	M02	        0.00	
WSU002           	2017	M03	        0.00	
WSU002           	2017	M04	        0.00	2
WSU002           	2017	M05	        0.00	2
WSU002           	2017	M06	        0.00	2
WSU002           	2017	M07	        0.00	2
WSU002           	2017	M08	        0.00	2
WSU002           	2017	M09	        0.00	2
WSU002           	2017	M10	        0.00	2
WSU002           	2017	M11	        0.00	2
WSU002           	2017	M12	        0.00	2
WSU002           	2017	M13	        0.00	2
WSU002           	2018	M01	        0.00	2
WSU002           	2018	M02	        0.01	
WSU002           	2018	M03	        0.01	
WSU002           	2018	M04	        0.03	
WSU002           	2018	M05	        0.02	
WSU002           	2018	M06	        0.00	2
WSU002           	2018	M07	        0.00	2
WSU002           	2018	M08	        0.00	2
WSU002           	2018	M09	        0.01	
WSU002           	2018	M10	        0.01	
WSU002           	2018	M11	        0.01	
WSU002           	2018	M12	        0.00	2
WSU002           	2018	M13	        0.01	
WSU002           	2019	M01	        0.01	
WSU002           	2019	M02	        0.01	
WSU002           	2019	M03	        0.00	2
WSU002           	2019	M04	        0.01	
WSU002           	2019	M05	        0.01	
WSU002           	2019	M06	        0.00	2
WSU002           	2019	M07	        0.00	2
WSU002           	2019	M08	        0.00	2
WSU002           	2019	M09	        0.02	
WSU002           	2019	M10	        0.04	
WSU002           	2019	M11	        0.00	
WSU002           	2019	M12	        0.00	2
WSU002           	2019	M13	        0.01	
WSU002           	2020	M01	        0.00	2
WSU002           	2020	M02	        0.00	2
WSU002           	2020	M03	        0.00	2
WSU002           	2020	M04	        0.00	2
WSU002           	2020	M05	        0.00	2
WSU002           	2020	M06	        0.00	2
WSU002           	2020	M07	        0.00	2
WSU002           	2020	M08	        0.00	2
WSU002           	2020	M09	        0.00	2
WSU002           	2020	M10	        0.00	2
WSU002           	2020	M11	        0.00	2
WSU002           	2020	M12	        0.00	2
WSU002           	2020	M13	        0.00	2
WSU002           	2021	M01	        0.00	2
WSU002           	2021	M02	        0.00	2
WSU002           	2021	M03	        0.00	2
WSU002           	2021	M04	        0.00	2
WSU002           	2021	M05	        0.00	2
WSU002           	2021	M06	        0.00	2
WSU002           	2021	M07	        0.00	2
WSU002           	2021	M08	        0.00	2
WSU002           	2021	M09	        0.00	2
WSU002           	2021	M10	        0.01	
WSU002           	2021	M11	        0.01	
WSU002           	2021	M12	        0.00	2
WSU002           	2021	M13	        0.00	2
WSU002           	2022	M01	        0.00	
WSU002           	2022	M02	        0.00	
WSU002           	2022	M03	        0.00	
WSU002           	2022	M04	        0.00	
WSU002           	2022	M05	        0.00	
WSU002           	2022	M06	        0.00	
WSU002           	2022	M07	        0.00	
WSU002           	2022	M08	        0.00	
WSU002           	2022	M09	        0.00	
WSU002           	2022	M10	        0.00	
WSU002           	2022	M11	        0.02	
WSU002           	2022	M12	        0.02	
WSU002           	2022	M13	        0.00	
WSU002           	2023	M01	        0.00	P
WSU002           	2023	M02	        0.00	P
WSU002           	2023	M03	        0.01	P
WSU002           	2023	M04	         0.0	P,2
WSU002           	2023	M05	        0.01	P
WSU002           	2023	M06	        0.01	P
WSU010           	1947	M13	        1629	
WSU010           	1948	M13	        1435	
WSU010           	1949	M13	        2537	
WSU010           	1950	M13	        1698	
WSU010           	1951	M13	        1462	
WSU010           	1952	M13	        2746	
WSU010           	1953	M13	        1623	
WSU010           	1954	M13	        1075	
WSU010           	1955	M13	        2055	
WSU010           	1956	M13	        1370	
WSU010           	1957	M13	         887	
WSU010           	1958	M13	        1587	
WSU010           	1959	M13	        1381	
WSU010           	1960	M13	         896	
WSU010           	1961	M13	        1031	
WSU010           	1962	M13	         793	
WSU010           	1963	M13	         512	
WSU010           	1964	M13	        1183	
WSU010           	1965	M13	         999	
WSU010           	1966	M13	        1300	
WSU010           	1967	M13	        2192	
WSU010           	1968	M13	        1855	
WSU010           	1969	M13	        1576	
WSU010           	1970	M13	        2468	
WSU010           	1971	M13	        2516	
WSU010           	1972	M13	         975	
WSU010           	1973	M13	        1400	
WSU010           	1974	M13	        1796	
WSU010           	1975	M13	         965	
WSU010           	1976	M13	        1519	
WSU010           	1977	M13	        1212	
WSU010           	1978	M13	        1006	
WSU010           	1979	M13	        1021	
WSU010           	1980	M13	         795	
WSU010           	1981	M01	        12.0	
WSU010           	1981	M02	        10.7	
WSU010           	1981	M03	       201.6	
WSU010           	1981	M04	        48.0	
WSU010           	1981	M05	        85.1	
WSU010           	1981	M06	       200.1	
WSU010           	1981	M07	        80.1	
WSU010           	1981	M08	        36.2	
WSU010           	1981	M09	        26.3	
WSU010           	1981	M10	        13.4	
WSU010           	1981	M11	        11.9	
WSU010           	1981	M12	         3.5	
WSU010           	1981	M13	       728.9	
WSU010           	1982	M01	         6.1	
WSU010           	1982	M02	         3.9	
WSU010           	1982	M03	        13.3	
WSU010           	1982	M04	        59.5	
WSU010           	1982	M05	        42.7	
WSU010           	1982	M06	        42.8	
WSU010           	1982	M07	        38.4	
WSU010           	1982	M08	        18.8	
WSU010           	1982	M09	       390.0	
WSU010           	1982	M10	        38.1	
WSU010           	1982	M11	         2.2	
WSU010           	1982	M12	         0.0	
WSU010           	1982	M13	       655.8	
WSU010           	1983	M01	         1.6	
WSU010           	1983	M02	        14.0	
WSU010           	1983	M03	        10.5	
WSU010           	1983	M04	         2.8	
WSU010           	1983	M05	        24.9	
WSU010           	1983	M06	        63.3	
WSU010           	1983	M07	        64.5	
WSU010           	1983	M08	       615.8	
WSU010           	1983	M09	        20.8	
WSU010           	1983	M10	        68.4	
WSU010           	1983	M11	        22.8	
WSU010           	1983	M12	         0.0	
WSU010           	1983	M13	       909.4	
WSU010           	1984	M01	        28.0	
WSU010           	1984	M02	         9.4	
WSU010           	1984	M03	         3.0	
WSU010           	1984	M04	        28.4	
WSU010           	1984	M05	         8.1	
WSU010           	1984	M06	        23.7	
WSU010           	1984	M07	        70.8	
WSU010           	1984	M08	        24.2	
WSU010           	1984	M09	       107.9	
WSU010           	1984	M10	        18.0	
WSU010           	1984	M11	        12.0	
WSU010           	1984	M12	        42.5	
WSU010           	1984	M13	       376.0	
WSU010           	1985	M01	         4.7	
WSU010           	1985	M02	        29.3	
WSU010           	1985	M03	        15.2	
WSU010           	1985	M04	         6.2	
WSU010           	1985	M05	         6.9	
WSU010           	1985	M06	        15.7	
WSU010           	1985	M07	        50.1	
WSU010           	1985	M08	        15.3	
WSU010           	1985	M09	        69.5	
WSU010           	1985	M10	        76.6	
WSU010           	1985	M11	        26.2	
WSU010           	1985	M12	         8.2	
WSU010           	1985	M13	       323.9	
WSU010           	1986	M01	         7.6	
WSU010           	1986	M02	        24.0	
WSU010           	1986	M03	        11.2	
WSU010           	1986	M04	         7.2	
WSU010           	1986	M05	        29.7	
WSU010           	1986	M06	       198.0	
WSU010           	1986	M07	        46.7	
WSU010           	1986	M08	       113.3	
WSU010           	1986	M09	        39.4	
WSU010           	1986	M10	        44.3	
WSU010           	1986	M11	         8.7	
WSU010           	1986	M12	         3.0	
WSU010           	1986	M13	       533.1	
WSU010           	1987	M01	         7.3	
WSU010           	1987	M02	        37.6	
WSU010           	1987	M03	        12.2	
WSU010           	1987	M04	         2.7	
WSU010           	1987	M05	         7.0	
WSU010           	1987	M06	        16.1	
WSU010           	1987	M07	        14.1	
WSU010           	1987	M08	        18.4	
WSU010           	1987	M09	        45.9	
WSU010           	1987	M10	         1.3	
WSU010           	1987	M11	        11.8	
WSU010           	1987	M12	         0.0	
WSU010           	1987	M13	       174.4	
WSU010           	1988	M01	         7.2	
WSU010           	1988	M02	        17.5	
WSU010           	1988	M03	        17.9	
WSU010           	1988	M04	         0.0	
WSU010           	1988	M05	        14.5	
WSU010           	1988	M06	        13.6	
WSU010           	1988	M07	        21.0	
WSU010           	1988	M08	        11.7	
WSU010           	1988	M09	         4.0	
WSU010           	1988	M10	         8.6	
WSU010           	1988	M11	         2.3	
WSU010           	1988	M12	         0.0	
WSU010           	1988	M13	       118.3	
WSU010           	1989	M01	         7.4	
WSU010           	1989	M02	         0.0	
WSU010           	1989	M03	        31.5	
WSU010           	1989	M04	         8.7	
WSU010           	1989	M05	        56.1	
WSU010           	1989	M06	         3.3	
WSU010           	1989	M07	        45.7	
WSU010           	1989	M08	       203.0	
WSU010           	1989	M09	        14.5	
WSU010           	1989	M10	        68.9	
WSU010           	1989	M11	         8.0	
WSU010           	1989	M12	         5.0	
WSU010           	1989	M13	       452.1	
WSU010           	1990	M01	         3.3	
WSU010           	1990	M02	        19.0	
WSU010           	1990	M03	        42.0	
WSU010           	1990	M04	        33.1	
WSU010           	1990	M05	         7.2	
WSU010           	1990	M06	        15.0	
WSU010           	1990	M07	         6.4	
WSU010           	1990	M08	        30.6	
WSU010           	1990	M09	         9.6	
WSU010           	1990	M10	         3.4	
WSU010           	1990	M11	        11.0	
WSU010           	1990	M12	         4.3	
WSU010           	1990	M13	       184.9	
WSU010           	1991	M01	         0.0	
WSU010           	1991	M02	         2.8	
WSU010           	1991	M03	         1.5	
WSU010           	1991	M04	       298.2	
WSU010           	1991	M05	        18.6	
WSU010           	1991	M06	        37.0	
WSU010           	1991	M07	         0.0	
WSU010           	1991	M08	         6.5	
WSU010           	1991	M09	         4.1	
WSU010           	1991	M10	        11.6	
WSU010           	1991	M11	        10.5	
WSU010           	1991	M12	         1.2	
WSU010           	1991	M13	       392.0	
WSU010           	1992	M01	         0.0	
WSU010           	1992	M02	         2.4	
WSU010           	1992	M03	         2.7	
WSU010           	1992	M04	        15.2	
WSU010           	1992	M05	         9.6	
WSU010           	1992	M06	       242.6	
WSU010           	1992	M07	         3.8	
WSU010           	1992	M08	        56.8	
WSU010           	1992	M09	        16.2	
WSU010           	1992	M10	        14.5	
WSU010           	1992	M11	         0.0	
WSU010           	1992	M12	         0.0	
WSU010           	1992	M13	       363.8	
WSU010           	1993	M01	        22.0	
WSU010           	1993	M02	         5.0	
WSU010           	1993	M03	        13.9	
WSU010           	1993	M04	        13.0	
WSU010           	1993	M05	        35.2	
WSU010           	1993	M06	        10.1	
WSU010           	1993	M07	        10.0	
WSU010           	1993	M08	         8.5	
WSU010           	1993	M09	        14.9	
WSU010           	1993	M10	        14.7	
WSU010           	1993	M11	        34.6	
WSU010           	1993	M12	         0.0	
WSU010           	1993	M13	       181.9	
WSU010           	1994	M01	         2.5	
WSU010           	1994	M02	        41.1	
WSU010           	1994	M03	        16.8	
WSU010           	1994	M04	        94.1	
WSU010           	1994	M05	        13.5	
WSU010           	1994	M06	        38.7	
WSU010           	1994	M07	        14.3	
WSU010           	1994	M08	        58.6	
WSU010           	1994	M09	        32.0	
WSU010           	1994	M10	         8.0	
WSU010           	1994	M11	         2.6	
WSU010           	1994	M12	         0.0	
WSU010           	1994	M13	       322.2	
WSU010           	1995	M01	        37.7	
WSU010           	1995	M02	         3.0	
WSU010           	1995	M03	        17.6	
WSU010           	1995	M04	        36.0	
WSU010           	1995	M05	        15.5	
WSU010           	1995	M06	         2.6	
WSU010           	1995	M07	         8.0	
WSU010           	1995	M08	        13.6	
WSU010           	1995	M09	        11.8	
WSU010           	1995	M10	        41.2	
WSU010           	1995	M11	         4.5	
WSU010           	1995	M12	         0.0	
WSU010           	1995	M13	       191.5	
WSU010           	1996	M01	        34.6	
WSU010           	1996	M02	        22.1	
WSU010           	1996	M03	       138.1	
WSU010           	1996	M04	         4.7	
WSU010           	1996	M05	        12.0	
WSU010           	1996	M06	        30.4	
WSU010           	1996	M07	         3.6	
WSU010           	1996	M08	         0.0	
WSU010           	1996	M09	         6.3	
WSU010           	1996	M10	        15.5	
WSU010           	1996	M11	         3.3	
WSU010           	1996	M12	         2.1	
WSU010           	1996	M13	       272.7	
WSU010           	1997	M01	         4.3	
WSU010           	1997	M02	           0	
WSU010           	1997	M03	         2.7	
WSU010           	1997	M04	        55.8	
WSU010           	1997	M05	        16.9	
WSU010           	1997	M06	           0	
WSU010           	1997	M07	        30.8	
WSU010           	1997	M08	       184.5	
WSU010           	1997	M09	        30.3	
WSU010           	1997	M10	         4.4	
WSU010           	1997	M11	         8.9	
WSU010           	1997	M12	           0	
WSU010           	1997	M13	       338.6	
WSU010           	1998	M01	         8.0	
WSU010           	1998	M02	        10.8	
WSU010           	1998	M03	         1.0	
WSU010           	1998	M04	         0.0	
WSU010           	1998	M05	         6.1	
WSU010           	1998	M06	       162.9	
WSU010           	1998	M07	         5.5	
WSU010           	1998	M08	       144.7	
WSU010           	1998	M09	        28.9	
WSU010           	1998	M10	         8.0	
WSU010           	1998	M11	         7.1	
WSU010           	1998	M12	         3.8	
WSU010           	1998	M13	       386.8	
WSU010           	1999	M01	         2.8	
WSU010           	1999	M02	         4.1	
WSU010           	1999	M03	         1.1	
WSU010           	1999	M04	        19.0	
WSU010           	1999	M05	         9.6	
WSU010           	1999	M06	         2.2	
WSU010           	1999	M07	         1.7	
WSU010           	1999	M08	        11.0	
WSU010           	1999	M09	        19.1	
WSU010           	1999	M10	         0.0	
WSU010           	1999	M11	         2.0	
WSU010           	1999	M12	         0.0	
WSU010           	1999	M13	        72.6	
WSU010           	2000	M01	         0.0	
WSU010           	2000	M02	        17.0	
WSU010           	2000	M03	         5.7	
WSU010           	2000	M04	        26.7	
WSU010           	2000	M05	       136.9	
WSU010           	2000	M06	        11.4	
WSU010           	2000	M07	         7.2	
WSU010           	2000	M08	        99.2	
WSU010           	2000	M09	        20.3	
WSU010           	2000	M10	        60.3	
WSU010           	2000	M11	         0.3	
WSU010           	2000	M12	         8.7	
WSU010           	2000	M13	       393.7	
WSU010           	2001	M01	         2.0	
WSU010           	2001	M02	         1.2	
WSU010           	2001	M03	         7.8	
WSU010           	2001	M04	        19.4	
WSU010           	2001	M05	        22.1	
WSU010           	2001	M06	         4.7	
WSU010           	2001	M07	         2.2	
WSU010           	2001	M08	         5.8	
WSU010           	2001	M09	         3.0	
WSU010           	2001	M10	        24.9	
WSU010           	2001	M11	         0.0	
WSU010           	2001	M12	         6.0	
WSU010           	2001	M13	        99.1	
WSU010           	2002	M01	         0.0	
WSU010           	2002	M02	         1.5	
WSU010           	2002	M03	         2.9	
WSU010           	2002	M04	         4.1	
WSU010           	2002	M05	         5.1	
WSU010           	2002	M06	         1.5	
WSU010           	2002	M07	         6.7	
WSU010           	2002	M08	         3.5	
WSU010           	2002	M09	        13.7	
WSU010           	2002	M10	         1.2	
WSU010           	2002	M11	         4.3	
WSU010           	2002	M12	         1.4	
WSU010           	2002	M13	        45.9	
WSU010           	2003	M01	        17.5	
WSU010           	2003	M02	         0.0	
WSU010           	2003	M03	         4.0	
WSU010           	2003	M04	         4.0	
WSU010           	2003	M05	         1.3	
WSU010           	2003	M06	         4.0	
WSU010           	2003	M07	         0.0	
WSU010           	2003	M08	         8.2	
WSU010           	2003	M09	         0.0	
WSU010           	2003	M10	        82.2	
WSU010           	2003	M11	         8.0	3
WSU010           	2003	M12	         0.0	
WSU010           	2003	M13	       129.2	
WSU010           	2004	M01	         0.0	
WSU010           	2004	M02	         6.7	
WSU010           	2004	M03	         2.2	
WSU010           	2004	M04	         0.0	
WSU010           	2004	M05	       103.0	
WSU010           	2004	M06	        27.6	
WSU010           	2004	M07	         0.0	
WSU010           	2004	M08	         3.7	
WSU010           	2004	M09	         4.5	
WSU010           	2004	M10	        10.0	
WSU010           	2004	M11	         3.2	
WSU010           	2004	M12	         9.8	
WSU010           	2004	M13	       170.7	
WSU010           	2005	M01	         0.0	
WSU010           	2005	M02	           0	
WSU010           	2005	M03	         5.9	
WSU010           	2005	M04	        12.8	
WSU010           	2005	M05	         9.6	
WSU010           	2005	M06	         5.5	
WSU010           	2005	M07	         1.5	
WSU010           	2005	M08	         4.2	
WSU010           	2005	M09	        18.3	
WSU010           	2005	M10	         5.3	
WSU010           	2005	M11	         1.5	
WSU010           	2005	M12	        35.0	
WSU010           	2005	M13	        99.6	
WSU010           	2006	M01	         0.0	
WSU010           	2006	M02	         3.6	
WSU010           	2006	M03	         4.2	
WSU010           	2006	M04	         3.1	
WSU010           	2006	M05	         5.0	
WSU010           	2006	M06	        10.8	
WSU010           	2006	M07	         3.0	
WSU010           	2006	M08	        19.6	
WSU010           	2006	M09	         3.9	
WSU010           	2006	M10	        15.0	
WSU010           	2006	M11	         1.9	
WSU010           	2006	M12	         0.0	
WSU010           	2006	M13	        70.1	
WSU010           	2007	M01	         0.0	
WSU010           	2007	M02	         2.8	
WSU010           	2007	M03	         7.8	
WSU010           	2007	M04	         5.5	
WSU010           	2007	M05	         0.0	
WSU010           	2007	M06	         4.0	
WSU010           	2007	M07	         1.1	
WSU010           	2007	M08	         1.0	
WSU010           	2007	M09	       108.3	
WSU010           	2007	M10	        41.7	
WSU010           	2007	M11	        10.5	
WSU010           	2007	M12	         6.5	
WSU010           	2007	M13	       189.2	
WSU010           	2008	M01	         0.0	
WSU010           	2008	M02	         6.1	
WSU010           	2008	M03	         5.7	
WSU010           	2008	M04	         2.3	
WSU010           	2008	M05	         4.2	
WSU010           	2008	M06	         4.2	
WSU010           	2008	M07	         8.5	
WSU010           	2008	M08	         7.0	
WSU010           	2008	M09	        28.2	
WSU010           	2008	M10	         6.0	
WSU010           	2008	M11	         0.0	
WSU010           	2008	M12	         0.0	
WSU010           	2008	M13	        72.2	
WSU010           	2009	M01	         0.0	
WSU010           	2009	M02	         0.0	
WSU010           	2009	M03	         0.0	
WSU010           	2009	M04	         0.0	
WSU010           	2009	M05	         0.0	
WSU010           	2009	M06	         2.5	
WSU010           	2009	M07	         1.5	
WSU010           	2009	M08	         1.9	
WSU010           	2009	M09	         0.0	
WSU010           	2009	M10	         0.0	
WSU010           	2009	M11	         6.6	
WSU010           	2009	M12	         0.0	
WSU010           	2009	M13	        12.5	
WSU010           	2010	M01	         0.0	
WSU010           	2010	M02	         0.0	
WSU010           	2010	M03	         1.5	
WSU010           	2010	M04	         5.4	
WSU010           	2010	M05	         1.7	
WSU010           	2010	M06	        13.8	
WSU010           	2010	M07	        15.0	
WSU010           	2010	M08	         0.0	
WSU010           	2010	M09	         4.5	
WSU010           	2010	M10	         1.5	
WSU010           	2010	M11	         0.0	
WSU010           	2010	M12	         1.1	
WSU010           	2010	M13	        44.5	
WSU010           	2011	M01	         0.0	
WSU010           	2011	M02	         0.0	
WSU010           	2011	M03	         5.3	
WSU010           	2011	M04	         1.5	
WSU010           	2011	M05	         7.5	
WSU010           	2011	M06	         5.0	
WSU010           	2011	M07	         0.0	
WSU010           	2011	M08	        46.3	
WSU010           	2011	M09	        39.9	
WSU010           	2011	M10	         0.0	
WSU010           	2011	M11	         1.0	
WSU010           	2011	M12	         6.0	
WSU010           	2011	M13	       112.5	
WSU010           	2012	M01	        26.6	
WSU010           	2012	M02	         0.0	
WSU010           	2012	M03	         1.9	
WSU010           	2012	M04	         3.6	
WSU010           	2012	M05	         4.5	
WSU010           	2012	M06	        18.5	
WSU010           	2012	M07	        11.7	
WSU010           	2012	M08	        21.2	
WSU010           	2012	M09	        26.5	
WSU010           	2012	M10	         0.0	
WSU010           	2012	M11	        26.2	
WSU010           	2012	M12	         7.4	
WSU010           	2012	M13	       148.1	
WSU010           	2013	M01	         8.0	
WSU010           	2013	M02	         2.0	
WSU010           	2013	M03	         0.0	
WSU010           	2013	M04	         0.0	
WSU010           	2013	M05	        24.3	
WSU010           	2013	M06	         0.0	
WSU010           	2013	M07	         4.9	
WSU010           	2013	M08	         0.0	
WSU010           	2013	M09	         2.6	
WSU010           	2013	M10	         6.8	
WSU010           	2013	M11	         3.1	
WSU010           	2013	M12	         2.8	
WSU010           	2013	M13	        54.5	
WSU010           	2014	M01	         0.0	
WSU010           	2014	M02	         1.1	
WSU010           	2014	M03	         0.0	
WSU010           	2014	M04	         5.0	
WSU010           	2014	M05	         0.0	
WSU010           	2014	M06	         0.0	
WSU010           	2014	M07	         0.0	
WSU010           	2014	M08	         1.0	
WSU010           	2014	M09	         1.3	
WSU010           	2014	M10	         2.9	
WSU010           	2014	M11	        20.1	
WSU010           	2014	M12	         2.9	
WSU010           	2014	M13	        34.3	
WSU010           	2015	M01	         3.5	
WSU010           	2015	M02	         6.6	
WSU010           	2015	M03	         0.0	
WSU010           	2015	M04	         3.8	
WSU010           	2015	M05	        13.6	
WSU010           	2015	M06	         1.2	
WSU010           	2015	M07	         0.0	
WSU010           	2015	M08	         3.4	
WSU010           	2015	M09	         6.1	
WSU010           	2015	M10	         0.0	
WSU010           	2015	M11	         5.9	
